date,close
2018-01-02 14:31:00,91.66
2018-01-02 14:32:00,91.645
2018-01-02 14:33:00,91.645
2018-01-02 14:34:00,91.56
2018-01-02 14:35:00,91.53
2018-01-02 14:36:00,91.49
2018-01-02 14:37:00,91.43
2018-01-02 14:38:00,91.44
2018-01-02 14:39:00,91.46
2018-01-02 14:40:00,91.47
2018-01-02 14:41:00,91.355
2018-01-02 14:42:00,91.28
2018-01-02 14:43:00,91.31
2018-01-02 14:44:00,91.255
2018-01-02 14:45:00,91.245
2018-01-02 14:46:00,91.215
2018-01-02 14:47:00,91.24
2018-01-02 14:48:00,91.285
2018-01-02 14:49:00,91.29
2018-01-02 14:50:00,91.29
2018-01-02 14:51:00,91.29
2018-01-02 14:52:00,91.23
2018-01-02 14:53:00,91.23
2018-01-02 14:54:00,91.23
2018-01-02 14:55:00,91.23
2018-01-02 14:56:00,91.11
2018-01-02 14:57:00,91.06
2018-01-02 14:58:00,91.06
2018-01-02 14:59:00,91.145
2018-01-02 15:00:00,91.165
2018-01-02 15:01:00,91.165
2018-01-02 15:02:00,91.115
2018-01-02 15:03:00,91.115
2018-01-02 15:04:00,91.06
2018-01-02 15:05:00,91.065
2018-01-02 15:06:00,91.08
2018-01-02 15:07:00,91.09
2018-01-02 15:08:00,91.105
2018-01-02 15:09:00,91.11
2018-01-02 15:10:00,91.11
2018-01-02 15:11:00,91.195
2018-01-02 15:12:00,91.18
2018-01-02 15:13:00,91.18
2018-01-02 15:14:00,91.145
2018-01-02 15:15:00,91.17
2018-01-02 15:16:00,91.17
2018-01-02 15:17:00,91.215
2018-01-02 15:18:00,91.285
2018-01-02 15:19:00,91.285
2018-01-02 15:20:00,91.285
2018-01-02 15:21:00,91.285
2018-01-02 15:22:00,91.175
2018-01-02 15:23:00,91.175
2018-01-02 15:24:00,91.165
2018-01-02 15:25:00,91.155
2018-01-02 15:26:00,91.155
2018-01-02 15:27:00,91.115
2018-01-02 15:28:00,91.115
2018-01-02 15:29:00,91.115
2018-01-02 15:30:00,91.21
2018-01-02 15:31:00,91.19
2018-01-02 15:32:00,91.195
2018-01-02 15:33:00,91.195
2018-01-02 15:34:00,91.18
2018-01-02 15:35:00,91.225
2018-01-02 15:36:00,91.225
2018-01-02 15:37:00,91.225
2018-01-02 15:38:00,91.19
2018-01-02 15:39:00,91.165
2018-01-02 15:40:00,91.135
2018-01-02 15:41:00,91.135
2018-01-02 15:42:00,91.125
2018-01-02 15:43:00,91.115
2018-01-02 15:44:00,91.085
2018-01-02 15:45:00,91.095
2018-01-02 15:46:00,91.065
2018-01-02 15:47:00,91.045
2018-01-02 15:48:00,91.045
2018-01-02 15:49:00,91.05
2018-01-02 15:50:00,91.085
2018-01-02 15:51:00,91.06
2018-01-02 15:52:00,91.06
2018-01-02 15:53:00,91.06
2018-01-02 15:54:00,91.115
2018-01-02 15:55:00,91.08
2018-01-02 15:56:00,91.065
2018-01-02 15:57:00,91.065
2018-01-02 15:58:00,91.015
2018-01-02 15:59:00,91.005
2018-01-02 16:00:00,91.06
2018-01-02 16:01:00,91.06
2018-01-02 16:02:00,91.015
2018-01-02 16:03:00,91.04
2018-01-02 16:04:00,91.04
2018-01-02 16:05:00,91.04
2018-01-02 16:06:00,91.04
2018-01-02 16:07:00,91.07
2018-01-02 16:08:00,91.07
2018-01-02 16:09:00,91.07
2018-01-02 16:10:00,91.07
2018-01-02 16:11:00,91.065
2018-01-02 16:12:00,91.065
2018-01-02 16:13:00,91.065
2018-01-02 16:14:00,91.065
2018-01-02 16:15:00,91.065
2018-01-02 16:16:00,91.065
2018-01-02 16:17:00,91.065
2018-01-02 16:18:00,91.065
2018-01-02 16:19:00,91.025
2018-01-02 16:20:00,91.02
2018-01-02 16:21:00,91.02
2018-01-02 16:22:00,91.02
2018-01-02 16:23:00,91.03
2018-01-02 16:24:00,91.055
2018-01-02 16:25:00,91.065
2018-01-02 16:26:00,91.06
2018-01-02 16:27:00,91.06
2018-01-02 16:28:00,91.06
2018-01-02 16:29:00,90.95
2018-01-02 16:30:00,90.95
2018-01-02 16:31:00,90.97
2018-01-02 16:32:00,90.97
2018-01-02 16:33:00,90.99
2018-01-02 16:34:00,90.96
2018-01-02 16:35:00,90.96
2018-01-02 16:36:00,90.925
2018-01-02 16:37:00,90.89
2018-01-02 16:38:00,90.89
2018-01-02 16:39:00,90.89
2018-01-02 16:40:00,90.845
2018-01-02 16:41:00,90.835
2018-01-02 16:42:00,90.835
2018-01-02 16:43:00,90.835
2018-01-02 16:44:00,90.835
2018-01-02 16:45:00,90.835
2018-01-02 16:46:00,90.835
2018-01-02 16:47:00,90.835
2018-01-02 16:48:00,90.835
2018-01-02 16:49:00,90.835
2018-01-02 16:50:00,90.835
2018-01-02 16:51:00,90.95
2018-01-02 16:52:00,90.95
2018-01-02 16:53:00,90.94
2018-01-02 16:54:00,90.945
2018-01-02 16:55:00,90.93
2018-01-02 16:56:00,90.93
2018-01-02 16:57:00,90.93
2018-01-02 16:58:00,91.005
2018-01-02 16:59:00,91.005
2018-01-02 17:00:00,91.005
2018-01-02 17:01:00,91.005
2018-01-02 17:02:00,90.965
2018-01-02 17:03:00,90.985
2018-01-02 17:04:00,90.985
2018-01-02 17:05:00,90.935
2018-01-02 17:06:00,90.93
2018-01-02 17:07:00,90.925
2018-01-02 17:08:00,90.905
2018-01-02 17:09:00,90.905
2018-01-02 17:10:00,90.905
2018-01-02 17:11:00,90.905
2018-01-02 17:12:00,90.91
2018-01-02 17:13:00,90.905
2018-01-02 17:14:00,90.915
2018-01-02 17:15:00,90.915
2018-01-02 17:16:00,90.89
2018-01-02 17:17:00,90.89
2018-01-02 17:18:00,90.905
2018-01-02 17:19:00,90.895
2018-01-02 17:20:00,90.89
2018-01-02 17:21:00,90.885
2018-01-02 17:22:00,90.885
2018-01-02 17:23:00,90.885
2018-01-02 17:24:00,90.885
2018-01-02 17:25:00,90.885
2018-01-02 17:26:00,90.885
2018-01-02 17:27:00,90.935
2018-01-02 17:28:00,90.955
2018-01-02 17:29:00,90.94
2018-01-02 17:30:00,90.94
2018-01-02 17:31:00,90.96
2018-01-02 17:32:00,90.935
2018-01-02 17:33:00,90.94
2018-01-02 17:34:00,90.93
2018-01-02 17:35:00,90.94
2018-01-02 17:36:00,90.94
2018-01-02 17:37:00,90.94
2018-01-02 17:38:00,90.945
2018-01-02 17:39:00,90.945
2018-01-02 17:40:00,90.935
2018-01-02 17:41:00,90.94
2018-01-02 17:42:00,90.93
2018-01-02 17:43:00,90.905
2018-01-02 17:44:00,90.91
2018-01-02 17:45:00,90.91
2018-01-02 17:46:00,90.935
2018-01-02 17:47:00,90.935
2018-01-02 17:48:00,90.885
2018-01-02 17:49:00,90.885
2018-01-02 17:50:00,90.89
2018-01-02 17:51:00,90.89
2018-01-02 17:52:00,90.89
2018-01-02 17:53:00,90.89
2018-01-02 17:54:00,90.89
2018-01-02 17:55:00,90.89
2018-01-02 17:56:00,90.91
2018-01-02 17:57:00,90.895
2018-01-02 17:58:00,90.885
2018-01-02 17:59:00,90.875
2018-01-02 18:00:00,90.875
2018-01-02 18:01:00,90.875
2018-01-02 18:02:00,90.875
2018-01-02 18:03:00,90.905
2018-01-02 18:04:00,90.91
2018-01-02 18:05:00,90.91
2018-01-02 18:06:00,90.905
2018-01-02 18:07:00,90.905
2018-01-02 18:08:00,90.905
2018-01-02 18:09:00,90.945
2018-01-02 18:10:00,90.95
2018-01-02 18:11:00,90.935
2018-01-02 18:12:00,90.945
2018-01-02 18:13:00,90.945
2018-01-02 18:14:00,90.95
2018-01-02 18:15:00,90.95
2018-01-02 18:16:00,90.95
2018-01-02 18:17:00,90.94
2018-01-02 18:18:00,90.94
2018-01-02 18:19:00,90.93
