date,close
2018-01-02 14:30:00,86.13
2018-01-02 14:31:00,85.91
2018-01-02 14:32:00,85.86
2018-01-02 14:33:00,85.85
2018-01-02 14:34:00,85.66
2018-01-02 14:35:00,85.68
2018-01-02 14:36:00,85.61
2018-01-02 14:37:00,85.61
2018-01-02 14:38:00,85.83
2018-01-02 14:39:00,85.98
2018-01-02 14:40:00,86.02
2018-01-02 14:41:00,85.92
2018-01-02 14:42:00,86.06
2018-01-02 14:43:00,86.04
2018-01-02 14:44:00,86.04
2018-01-02 14:45:00,86.09
2018-01-02 14:46:00,86.04
2018-01-02 14:47:00,86.12
2018-01-02 14:48:00,86.195
2018-01-02 14:49:00,86.205
2018-01-02 14:50:00,86.255
2018-01-02 14:51:00,86.13
2018-01-02 14:52:00,86.165
2018-01-02 14:53:00,86.135
2018-01-02 14:54:00,86.095
2018-01-02 14:55:00,86.045
2018-01-02 14:56:00,85.99
2018-01-02 14:57:00,85.98
2018-01-02 14:58:00,86.03
2018-01-02 14:59:00,86.17
2018-01-02 15:00:00,86.165
2018-01-02 15:01:00,86.075
2018-01-02 15:02:00,86.075
2018-01-02 15:03:00,86.175
2018-01-02 15:04:00,86.105
2018-01-02 15:05:00,86.075
2018-01-02 15:06:00,86.045
2018-01-02 15:07:00,86.045
2018-01-02 15:08:00,86.02
2018-01-02 15:09:00,85.995
2018-01-02 15:10:00,85.975
2018-01-02 15:11:00,85.975
2018-01-02 15:12:00,85.975
2018-01-02 15:13:00,85.975
2018-01-02 15:14:00,85.975
2018-01-02 15:15:00,85.96
2018-01-02 15:16:00,85.995
2018-01-02 15:17:00,85.995
2018-01-02 15:18:00,85.98
2018-01-02 15:19:00,85.98
2018-01-02 15:20:00,85.995
2018-01-02 15:21:00,85.995
2018-01-02 15:22:00,86.005
2018-01-02 15:23:00,86.005
2018-01-02 15:24:00,86.005
2018-01-02 15:25:00,86.06
2018-01-02 15:26:00,86.065
2018-01-02 15:27:00,86.085
2018-01-02 15:28:00,86.105
2018-01-02 15:29:00,86.195
2018-01-02 15:30:00,86.18
2018-01-02 15:31:00,86.16
2018-01-02 15:32:00,86.165
2018-01-02 15:33:00,86.13
2018-01-02 15:34:00,86.095
2018-01-02 15:35:00,86.035
2018-01-02 15:36:00,86.04
2018-01-02 15:37:00,86.035
2018-01-02 15:38:00,86.005
2018-01-02 15:39:00,85.995
2018-01-02 15:40:00,86.045
2018-01-02 15:41:00,86.02
2018-01-02 15:42:00,86.025
2018-01-02 15:43:00,86.01
2018-01-02 15:44:00,86.015
2018-01-02 15:45:00,86.05
2018-01-02 15:46:00,85.995
2018-01-02 15:47:00,86.0
2018-01-02 15:48:00,85.995
2018-01-02 15:49:00,86.015
2018-01-02 15:50:00,86.035
2018-01-02 15:51:00,86.04
2018-01-02 15:52:00,86.04
2018-01-02 15:53:00,86.01
2018-01-02 15:54:00,85.995
2018-01-02 15:55:00,86.005
2018-01-02 15:56:00,85.985
2018-01-02 15:57:00,85.98
2018-01-02 15:58:00,85.985
2018-01-02 15:59:00,85.995
2018-01-02 16:00:00,86.015
2018-01-02 16:01:00,86.015
2018-01-02 16:02:00,85.975
2018-01-02 16:03:00,85.975
2018-01-02 16:04:00,85.955
2018-01-02 16:05:00,85.925
2018-01-02 16:06:00,85.955
2018-01-02 16:07:00,85.95
2018-01-02 16:08:00,85.96
2018-01-02 16:09:00,85.945
2018-01-02 16:10:00,85.88
2018-01-02 16:11:00,85.87
2018-01-02 16:12:00,85.865
2018-01-02 16:13:00,85.885
2018-01-02 16:14:00,85.86
2018-01-02 16:15:00,85.935
2018-01-02 16:16:00,85.965
2018-01-02 16:17:00,85.955
2018-01-02 16:18:00,85.955
2018-01-02 16:19:00,85.935
2018-01-02 16:20:00,85.925
2018-01-02 16:21:00,85.95
2018-01-02 16:22:00,85.975
2018-01-02 16:23:00,85.945
2018-01-02 16:24:00,85.925
2018-01-02 16:25:00,85.865
2018-01-02 16:26:00,85.885
2018-01-02 16:27:00,85.865
2018-01-02 16:28:00,85.865
2018-01-02 16:29:00,85.855
2018-01-02 16:30:00,85.875
2018-01-02 16:31:00,85.865
2018-01-02 16:32:00,85.885
2018-01-02 16:33:00,85.915
2018-01-02 16:34:00,85.93
2018-01-02 16:35:00,85.91
2018-01-02 16:36:00,85.88
2018-01-02 16:37:00,85.855
2018-01-02 16:38:00,85.855
2018-01-02 16:39:00,85.84
2018-01-02 16:40:00,85.785
2018-01-02 16:41:00,85.795
2018-01-02 16:42:00,85.815
2018-01-02 16:43:00,85.79
2018-01-02 16:44:00,85.82
2018-01-02 16:45:00,85.83
2018-01-02 16:46:00,85.805
2018-01-02 16:47:00,85.81
2018-01-02 16:48:00,85.82
2018-01-02 16:49:00,85.815
2018-01-02 16:50:00,85.82
2018-01-02 16:51:00,85.815
2018-01-02 16:52:00,85.815
2018-01-02 16:53:00,85.775
2018-01-02 16:54:00,85.77
2018-01-02 16:55:00,85.73
2018-01-02 16:56:00,85.72
2018-01-02 16:57:00,85.735
2018-01-02 16:58:00,85.745
2018-01-02 16:59:00,85.71
2018-01-02 17:00:00,85.705
2018-01-02 17:01:00,85.665
2018-01-02 17:02:00,85.715
2018-01-02 17:03:00,85.7
2018-01-02 17:04:00,85.725
2018-01-02 17:05:00,85.715
2018-01-02 17:06:00,85.695
2018-01-02 17:07:00,85.695
2018-01-02 17:08:00,85.705
2018-01-02 17:09:00,85.71
2018-01-02 17:10:00,85.705
2018-01-02 17:11:00,85.695
2018-01-02 17:12:00,85.705
2018-01-02 17:13:00,85.71
2018-01-02 17:14:00,85.705
2018-01-02 17:15:00,85.705
2018-01-02 17:16:00,85.71
2018-01-02 17:17:00,85.705
2018-01-02 17:18:00,85.71
2018-01-02 17:19:00,85.7
2018-01-02 17:20:00,85.73
2018-01-02 17:21:00,85.745
2018-01-02 17:22:00,85.725
2018-01-02 17:23:00,85.725
2018-01-02 17:24:00,85.735
2018-01-02 17:25:00,85.735
2018-01-02 17:26:00,85.72
2018-01-02 17:27:00,85.635
2018-01-02 17:28:00,85.635
2018-01-02 17:29:00,85.615
2018-01-02 17:30:00,85.605
2018-01-02 17:31:00,85.58
2018-01-02 17:32:00,85.615
2018-01-02 17:33:00,85.63
2018-01-02 17:34:00,85.615
2018-01-02 17:35:00,85.615
2018-01-02 17:36:00,85.575
2018-01-02 17:37:00,85.575
2018-01-02 17:38:00,85.575
2018-01-02 17:39:00,85.585
2018-01-02 17:40:00,85.575
2018-01-02 17:41:00,85.575
2018-01-02 17:42:00,85.575
2018-01-02 17:43:00,85.585
2018-01-02 17:44:00,85.595
2018-01-02 17:45:00,85.6
2018-01-02 17:46:00,85.59
2018-01-02 17:47:00,85.585
2018-01-02 17:48:00,85.59
2018-01-02 17:49:00,85.6
2018-01-02 17:50:00,85.595
2018-01-02 17:51:00,85.585
2018-01-02 17:52:00,85.58
2018-01-02 17:53:00,85.54
2018-01-02 17:54:00,85.51
2018-01-02 17:55:00,85.515
2018-01-02 17:56:00,85.555
2018-01-02 17:57:00,85.555
2018-01-02 17:58:00,85.525
2018-01-02 17:59:00,85.555
2018-01-02 18:00:00,85.575
2018-01-02 18:01:00,85.56
2018-01-02 18:02:00,85.59
2018-01-02 18:03:00,85.625
2018-01-02 18:04:00,85.63
2018-01-02 18:05:00,85.62
2018-01-02 18:06:00,85.625
2018-01-02 18:07:00,85.635
2018-01-02 18:08:00,85.635
2018-01-02 18:09:00,85.63
2018-01-02 18:10:00,85.635
2018-01-02 18:11:00,85.66
2018-01-02 18:12:00,85.67
2018-01-02 18:13:00,85.66
2018-01-02 18:14:00,85.67
2018-01-02 18:15:00,85.685
2018-01-02 18:16:00,85.66
2018-01-02 18:17:00,85.645
2018-01-02 18:18:00,85.64
2018-01-02 18:19:00,85.645
2018-01-02 18:20:00,85.645
2018-01-02 18:21:00,85.63
2018-01-02 18:22:00,85.62
2018-01-02 18:23:00,85.64
2018-01-02 18:24:00,85.685
2018-01-02 18:25:00,85.69
2018-01-02 18:26:00,85.685
2018-01-02 18:27:00,85.71
2018-01-02 18:28:00,85.72
2018-01-02 18:29:00,85.71
2018-01-02 18:30:00,85.705
2018-01-02 18:31:00,85.695
2018-01-02 18:32:00,85.69
2018-01-02 18:33:00,85.69
2018-01-02 18:34:00,85.705
2018-01-02 18:35:00,85.715
2018-01-02 18:36:00,85.715
2018-01-02 18:37:00,85.715
2018-01-02 18:38:00,85.725
2018-01-02 18:39:00,85.72
2018-01-02 18:40:00,85.725
2018-01-02 18:41:00,85.75
2018-01-02 18:42:00,85.76
2018-01-02 18:43:00,85.765
2018-01-02 18:44:00,85.74
2018-01-02 18:45:00,85.75
2018-01-02 18:46:00,85.75
2018-01-02 18:47:00,85.735
2018-01-02 18:48:00,85.785
2018-01-02 18:49:00,85.795
2018-01-02 18:50:00,85.8
2018-01-02 18:51:00,85.785
2018-01-02 18:52:00,85.765
2018-01-02 18:53:00,85.76
2018-01-02 18:54:00,85.745
2018-01-02 18:55:00,85.74
2018-01-02 18:56:00,85.755
2018-01-02 18:57:00,85.715
2018-01-02 18:58:00,85.735
2018-01-02 18:59:00,85.745
2018-01-02 19:00:00,85.74
2018-01-02 19:01:00,85.775
2018-01-02 19:02:00,85.84
2018-01-02 19:03:00,85.83
2018-01-02 19:04:00,85.825
2018-01-02 19:05:00,85.885
2018-01-02 19:06:00,85.865
2018-01-02 19:07:00,85.84
2018-01-02 19:08:00,85.835
2018-01-02 19:09:00,85.855
2018-01-02 19:10:00,85.865
2018-01-02 19:11:00,85.855
2018-01-02 19:12:00,85.84
2018-01-02 19:13:00,85.835
2018-01-02 19:14:00,85.835
2018-01-02 19:15:00,85.83
2018-01-02 19:16:00,85.81
2018-01-02 19:17:00,85.8
2018-01-02 19:18:00,85.825
2018-01-02 19:19:00,85.865
2018-01-02 19:20:00,85.865
2018-01-02 19:21:00,85.875
2018-01-02 19:22:00,85.85
2018-01-02 19:23:00,85.855
2018-01-02 19:24:00,85.875
2018-01-02 19:25:00,85.855
2018-01-02 19:26:00,85.845
2018-01-02 19:27:00,85.805
2018-01-02 19:28:00,85.79
2018-01-02 19:29:00,85.79
2018-01-02 19:30:00,85.795
2018-01-02 19:31:00,85.81
2018-01-02 19:32:00,85.79
2018-01-02 19:33:00,85.77
2018-01-02 19:34:00,85.765
2018-01-02 19:35:00,85.805
2018-01-02 19:36:00,85.8
2018-01-02 19:37:00,85.8
2018-01-02 19:38:00,85.805
2018-01-02 19:39:00,85.77
2018-01-02 19:40:00,85.77
2018-01-02 19:41:00,85.76
2018-01-02 19:42:00,85.775
2018-01-02 19:43:00,85.76
2018-01-02 19:44:00,85.765
2018-01-02 19:45:00,85.755
2018-01-02 19:46:00,85.76
2018-01-02 19:47:00,85.755
2018-01-02 19:48:00,85.755
2018-01-02 19:49:00,85.755
2018-01-02 19:50:00,85.755
2018-01-02 19:51:00,85.755
2018-01-02 19:52:00,85.755
2018-01-02 19:53:00,85.74
2018-01-02 19:54:00,85.735
2018-01-02 19:55:00,85.7
2018-01-02 19:56:00,85.69
2018-01-02 19:57:00,85.69
2018-01-02 19:58:00,85.695
2018-01-02 19:59:00,85.73
2018-01-02 20:00:00,85.725
2018-01-02 20:01:00,85.73
2018-01-02 20:02:00,85.76
2018-01-02 20:03:00,85.755
2018-01-02 20:04:00,85.74
2018-01-02 20:05:00,85.74
2018-01-02 20:06:00,85.745
2018-01-02 20:07:00,85.755
2018-01-02 20:08:00,85.755
2018-01-02 20:09:00,85.74
2018-01-02 20:10:00,85.73
2018-01-02 20:11:00,85.74
2018-01-02 20:12:00,85.775
2018-01-02 20:13:00,85.8
2018-01-02 20:14:00,85.795
2018-01-02 20:15:00,85.785
2018-01-02 20:16:00,85.77
2018-01-02 20:17:00,85.78
2018-01-02 20:18:00,85.79
2018-01-02 20:19:00,85.805
2018-01-02 20:20:00,85.795
2018-01-02 20:21:00,85.79
2018-01-02 20:22:00,85.795
2018-01-02 20:23:00,85.775
2018-01-02 20:24:00,85.795
2018-01-02 20:25:00,85.775
2018-01-02 20:26:00,85.77
2018-01-02 20:27:00,85.775
2018-01-02 20:28:00,85.8
2018-01-02 20:29:00,85.815
2018-01-02 20:30:00,85.835
2018-01-02 20:31:00,85.845
2018-01-02 20:32:00,85.855
2018-01-02 20:33:00,85.84
2018-01-02 20:34:00,85.83
2018-01-02 20:35:00,85.79
2018-01-02 20:36:00,85.805
2018-01-02 20:37:00,85.815
2018-01-02 20:38:00,85.825
2018-01-02 20:39:00,85.825
2018-01-02 20:40:00,85.85
2018-01-02 20:41:00,85.82
2018-01-02 20:42:00,85.86
2018-01-02 20:43:00,85.85
2018-01-02 20:44:00,85.89
2018-01-02 20:45:00,85.895
2018-01-02 20:46:00,85.88
2018-01-02 20:47:00,85.875
2018-01-02 20:48:00,85.87
2018-01-02 20:49:00,85.9
2018-01-02 20:50:00,85.995
2018-01-02 20:51:00,85.99
2018-01-02 20:52:00,85.975
2018-01-02 20:53:00,85.985
2018-01-02 20:54:00,85.98
2018-01-02 20:55:00,85.975
2018-01-02 20:56:00,85.98
2018-01-02 20:57:00,85.975
2018-01-02 20:58:00,85.965
2018-01-02 20:59:00,85.93
2018-01-03 14:30:00,86.05
2018-01-03 14:31:00,86.13
2018-01-03 14:32:00,86.005
2018-01-03 14:33:00,86.025
2018-01-03 14:34:00,86.045
2018-01-03 14:35:00,86.265
2018-01-03 14:36:00,86.24
2018-01-03 14:37:00,86.32
2018-01-03 14:38:00,86.29
2018-01-03 14:39:00,86.245
2018-01-03 14:40:00,86.25
2018-01-03 14:41:00,86.255
2018-01-03 14:42:00,86.24
2018-01-03 14:43:00,86.235
2018-01-03 14:44:00,86.23
2018-01-03 14:45:00,86.185
2018-01-03 14:46:00,86.195
2018-01-03 14:47:00,86.21
2018-01-03 14:48:00,86.21
2018-01-03 14:49:00,86.205
2018-01-03 14:50:00,86.255
2018-01-03 14:51:00,86.38
2018-01-03 14:52:00,86.445
2018-01-03 14:53:00,86.48
2018-01-03 14:54:00,86.495
2018-01-03 14:55:00,86.475
2018-01-03 14:56:00,86.445
2018-01-03 14:57:00,86.45
2018-01-03 14:58:00,86.415
2018-01-03 14:59:00,86.39
2018-01-03 15:00:00,86.46
2018-01-03 15:01:00,86.445
2018-01-03 15:02:00,86.45
2018-01-03 15:03:00,86.43
2018-01-03 15:04:00,86.445
2018-01-03 15:05:00,86.425
2018-01-03 15:06:00,86.435
2018-01-03 15:07:00,86.45
2018-01-03 15:08:00,86.435
2018-01-03 15:09:00,86.38
2018-01-03 15:10:00,86.445
2018-01-03 15:11:00,86.45
2018-01-03 15:12:00,86.43
2018-01-03 15:13:00,86.405
2018-01-03 15:14:00,86.4
2018-01-03 15:15:00,86.43
2018-01-03 15:16:00,86.43
2018-01-03 15:17:00,86.445
2018-01-03 15:18:00,86.44
2018-01-03 15:19:00,86.44
2018-01-03 15:20:00,86.415
2018-01-03 15:21:00,86.385
2018-01-03 15:22:00,86.38
2018-01-03 15:23:00,86.37
2018-01-03 15:24:00,86.38
2018-01-03 15:25:00,86.365
2018-01-03 15:26:00,86.4
2018-01-03 15:27:00,86.385
2018-01-03 15:28:00,86.35
2018-01-03 15:29:00,86.315
2018-01-03 15:30:00,86.35
2018-01-03 15:31:00,86.34
2018-01-03 15:32:00,86.325
2018-01-03 15:33:00,86.305
